ts_start	ts_end	chat_id	source_file	start	count	exit_code	verified_added	still_missing	result_file	missing_file
2026-04-15T15:59:15+03:00	2026-04-15T16:05:05+03:00	-73543079047868	data/token34_nonlocal_ads_73543079047868_5000_20260415_token2_ads_5k_split.txt	0	1000	0	910	90	data/add_token34_nonlocal_ads_73543079047868_5000_20260415_token2_ads_5k_split_to_73543079047868_1_1000_20260415125915_result.json	data/still_missing_token34_nonlocal_ads_73543079047868_5000_20260415_token2_ads_5k_split_to_73543079047868_1_1000_20260415125915.txt
2026-04-15T16:06:05+03:00	2026-04-15T16:11:52+03:00	-73543079047868	data/token34_nonlocal_ads_73543079047868_5000_20260415_token2_ads_5k_split.txt	1000	1000	0	906	94	data/add_token34_nonlocal_ads_73543079047868_5000_20260415_token2_ads_5k_split_to_73543079047868_1001_2000_20260415130605_result.json	data/still_missing_token34_nonlocal_ads_73543079047868_5000_20260415_token2_ads_5k_split_to_73543079047868_1001_2000_20260415130605.txt
2026-04-15T16:12:52+03:00	2026-04-15T16:18:41+03:00	-73543079047868	data/token34_nonlocal_ads_73543079047868_5000_20260415_token2_ads_5k_split.txt	2000	1000	0	899	101	data/add_token34_nonlocal_ads_73543079047868_5000_20260415_token2_ads_5k_split_to_73543079047868_2001_3000_20260415131252_result.json	data/still_missing_token34_nonlocal_ads_73543079047868_5000_20260415_token2_ads_5k_split_to_73543079047868_2001_3000_20260415131252.txt
2026-04-15T16:19:41+03:00	2026-04-15T16:25:35+03:00	-73543079047868	data/token34_nonlocal_ads_73543079047868_5000_20260415_token2_ads_5k_split.txt	3000	1000	0	898	102	data/add_token34_nonlocal_ads_73543079047868_5000_20260415_token2_ads_5k_split_to_73543079047868_3001_4000_20260415131942_result.json	data/still_missing_token34_nonlocal_ads_73543079047868_5000_20260415_token2_ads_5k_split_to_73543079047868_3001_4000_20260415131942.txt
2026-04-15T16:26:35+03:00	2026-04-15T16:32:28+03:00	-73543079047868	data/token34_nonlocal_ads_73543079047868_5000_20260415_token2_ads_5k_split.txt	4000	1000	0	915	85	data/add_token34_nonlocal_ads_73543079047868_5000_20260415_token2_ads_5k_split_to_73543079047868_4001_5000_20260415132635_result.json	data/still_missing_token34_nonlocal_ads_73543079047868_5000_20260415_token2_ads_5k_split_to_73543079047868_4001_5000_20260415132635.txt
