user_id	chat_id	chat_title
3679909	-73514830535957	Бесплатные объявления
3680066	-73514830535957	Бесплатные объявления
3686316	-73514830535957	Бесплатные объявления
3689283	-73514830535957	Бесплатные объявления
3696496	-73514830535957	Бесплатные объявления
3702158	-73514830535957	Бесплатные объявления
3703863	-73514830535957	Бесплатные объявления
3705417	-73514830535957	Бесплатные объявления
3706552	-73514830535957	Бесплатные объявления
3708801	-73514830535957	Бесплатные объявления
3709057	-73514830535957	Бесплатные объявления
3721888	-73514830535957	Бесплатные объявления
3724160	-73514830535957	Бесплатные объявления
3728235	-73514830535957	Бесплатные объявления
3736808	-73514830535957	Бесплатные объявления
3738409	-73514830535957	Бесплатные объявления
3738579	-73514830535957	Бесплатные объявления
3739917	-73514830535957	Бесплатные объявления
3740384	-73514830535957	Бесплатные объявления
3743819	-73514830535957	Бесплатные объявления
3753080	-73514830535957	Бесплатные объявления
3754451	-73514830535957	Бесплатные объявления
3754946	-73514830535957	Бесплатные объявления
3756173	-73514830535957	Бесплатные объявления
3756335	-73514830535957	Бесплатные объявления
3758543	-73514830535957	Бесплатные объявления
3759757	-73514830535957	Бесплатные объявления
3761920	-73514830535957	Бесплатные объявления
3764149	-73514830535957	Бесплатные объявления
3764993	-73514830535957	Бесплатные объявления
3765697	-73514830535957	Бесплатные объявления
3768053	-73514830535957	Бесплатные объявления
3769816	-73514830535957	Бесплатные объявления
3769853	-73514830535957	Бесплатные объявления
3772398	-73514830535957	Бесплатные объявления
3779416	-73514830535957	Бесплатные объявления
3780068	-73514830535957	Бесплатные объявления
3781151	-73514830535957	Бесплатные объявления
3785127	-73514830535957	Бесплатные объявления
3785623	-73514830535957	Бесплатные объявления
3787105	-73514830535957	Бесплатные объявления
3787783	-73514830535957	Бесплатные объявления
3787790	-73514830535957	Бесплатные объявления
3787968	-73514830535957	Бесплатные объявления
3790710	-73514830535957	Бесплатные объявления
3792152	-73514830535957	Бесплатные объявления
3798876	-73514830535957	Бесплатные объявления
