ts_start	ts_end	chat_id	source_file	start	count	exit_code	verified_added	still_missing	result_file	missing_file
2026-04-15T13:43:38+03:00	2026-04-15T13:49:17+03:00	-73531404989116	data/token34_nonlocal_ads_73531404989116_5000_20260415_token2_5k_split.txt	0	1000	0	921	79	data/add_token34_nonlocal_ads_73531404989116_5000_20260415_token2_5k_split_to_73531404989116_1_1000_20260415104339_result.json	data/still_missing_token34_nonlocal_ads_73531404989116_5000_20260415_token2_5k_split_to_73531404989116_1_1000_20260415104339.txt
2026-04-15T13:50:15+03:00	2026-04-15T13:55:51+03:00	-73531404989116	data/token34_nonlocal_ads_73531404989116_5000_20260415_token2_5k_split.txt	1000	1000	0	895	105	data/add_token34_nonlocal_ads_73531404989116_5000_20260415_token2_5k_split_to_73531404989116_1001_2000_20260415105015_result.json	data/still_missing_token34_nonlocal_ads_73531404989116_5000_20260415_token2_5k_split_to_73531404989116_1001_2000_20260415105015.txt
2026-04-15T13:56:51+03:00	2026-04-15T14:02:31+03:00	-73531404989116	data/token34_nonlocal_ads_73531404989116_5000_20260415_token2_5k_split.txt	2000	1000	0	923	77	data/add_token34_nonlocal_ads_73531404989116_5000_20260415_token2_5k_split_to_73531404989116_2001_3000_20260415105651_result.json	data/still_missing_token34_nonlocal_ads_73531404989116_5000_20260415_token2_5k_split_to_73531404989116_2001_3000_20260415105651.txt
2026-04-15T14:03:29+03:00	2026-04-15T14:09:24+03:00	-73531404989116	data/token34_nonlocal_ads_73531404989116_5000_20260415_token2_5k_split.txt	3000	1000	0	918	82	data/add_token34_nonlocal_ads_73531404989116_5000_20260415_token2_5k_split_to_73531404989116_3001_4000_20260415110329_result.json	data/still_missing_token34_nonlocal_ads_73531404989116_5000_20260415_token2_5k_split_to_73531404989116_3001_4000_20260415110329.txt
2026-04-15T14:10:23+03:00	2026-04-15T14:16:06+03:00	-73531404989116	data/token34_nonlocal_ads_73531404989116_5000_20260415_token2_5k_split.txt	4000	1000	0	920	80	data/add_token34_nonlocal_ads_73531404989116_5000_20260415_token2_5k_split_to_73531404989116_4001_5000_20260415111022_result.json	data/still_missing_token34_nonlocal_ads_73531404989116_5000_20260415_token2_5k_split_to_73531404989116_4001_5000_20260415111022.txt
