ts_start	ts_end	start	count	exit_code	processed	already_in_target	attempted	verified_added	still_missing	result_file	missing_file
2026-04-15T17:58:37+03:00	2026-04-15T17:58:38+03:00	0	1000	1						data/add_k1504_21k_to_71195382773235_0_1000_20260415_175837_result.json	data/still_missing_k1504_21k_to_71195382773235_0_1000_20260415_175837.txt
