chat_id	exit_code	verified_added	still_missing	result_file	missing_file
-73509988855274	0	1	0	data/add_single_247153292_to_73509988855274_20260415_230633_result.json	data/still_missing_single_247153292_to_73509988855274_20260415_230633.txt
-73511362489834	0	1	0	data/add_single_247153292_to_73511362489834_20260415_230633_result.json	data/still_missing_single_247153292_to_73511362489834_20260415_230633.txt
